SERIAL_NUMBER,MODEL_NAME,CARTON_NO,PALLET_NO,VENDOR_SN,ASY_B,HW,FW,DESCRIPTION,SKU,INNER_CARTON_NO,PO_NUMBER,BUNDLE,DN,H_H_PARTNUMBER
BHRC1714LH003585-C,DOORBELL_V3,76006,ASSY0175B037,9884E3BCCF2E,4/11/17 10:10,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003586-C,DOORBELL_V3,76004,ASSY0175B037,9884E3BCCA74,4/11/17 10:40,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110675,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003587-C,DOORBELL_V3,76007,ASSY0175B037,E8EB110ADB58,4/11/17 10:40,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110695,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003588-C,DOORBELL_V3,76099,ASSY0175B037,9884E3DBE14B,4/11/17 13:35,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003589-C,DOORBELL_V3,76004,ASSY0175B037,E8EB11096E97,4/11/17 10:08,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110675,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003590-C,DOORBELL_V3,76006,ASSY0175B037,E8EB110B17CA,4/11/17 10:08,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003591-C,DOORBELL_V3,76004,ASSY0175B037,E8EB1109268B,4/11/17 9:48,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110675,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003592-C,DOORBELL_V3,76004,ASSY0175B037,9884E3470771,4/11/17 9:38,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110675,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003593-C,DOORBELL_V3,76005,ASSY0175B037,E8EB110B0D20,4/11/17 9:34,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110631,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003594-C,DOORBELL_V3,76002,ASSY0175B037,9884E3BCCF12,4/11/17 10:09,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110629,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003595-C,DOORBELL_V3,76005,ASSY0175B037,9884E347E22C,4/11/17 10:09,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110631,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003596-C,DOORBELL_V3,76006,ASSY0175B037,E8EB110ADEB2,4/11/17 10:38,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003597-C,DOORBELL_V3,76007,ASSY0175B037,E8EB11092553,4/11/17 10:48,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110695,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003598-C,DOORBELL_V3,76005,ASSY0175B037,9884E346FDD8,4/11/17 9:38,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110631,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003599-C,DOORBELL_V3,76002,ASSY0175B037,E8EB11096D1D,4/11/17 9:35,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110629,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003600-C,DOORBELL_V3,76002,ASSY0175B037,9884E3BCC8F0,4/11/17 9:35,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110629,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003601-C,DOORBELL_V3,76006,ASSY0175B037,9884E3265E8A,4/11/17 9:49,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003602-C,DOORBELL_V3,76006,ASSY0175B037,E8EB110B0A08,4/11/17 10:39,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003603-C,DOORBELL_V3,76028,ASSY0175B037,9884E3BCB94F,4/11/17 10:59,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110643,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003604-C,DOORBELL_V3,76002,ASSY0175B037,9884E3BCD260,4/11/17 9:35,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110629,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003605-C,DOORBELL_V3,76028,ASSY0175B037,E8EB110F1B41,4/11/17 9:35,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110643,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003606-C,DOORBELL_V3,76005,ASSY0175B037,E8EB110B199E,4/11/17 10:11,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110631,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003607-C,DOORBELL_V3,76002,ASSY0175B037,9884E347EE55,4/11/17 9:36,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110629,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003608-C,DOORBELL_V3,76006,ASSY0175B037,E8EB110B09AF,4/11/17 11:00,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003609-C,DOORBELL_V3,76007,ASSY0175B037,9884E347F317,4/11/17 12:21,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110695,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003610-C,DOORBELL_V3,76002,ASSY0175B037,E8EB110AE0BF,4/11/17 9:38,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110629,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003611-C,DOORBELL_V3,76002,ASSY0175B037,E8EB110F1D06,4/11/17 9:36,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110629,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003612-C,DOORBELL_V3,76004,ASSY0175B037,9884E3498159,4/11/17 11:00,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110675,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003613-C,DOORBELL_V3,76005,ASSY0175B037,9884E347F137,4/11/17 9:37,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110631,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003614-C,DOORBELL_V3,76099,ASSY0175B037,E8EB110AFB78,4/11/17 10:41,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003615-C,DOORBELL_V3,76028,ASSY0175B037,9884E3BCCD94,4/11/17 10:54,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110643,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003616-C,DOORBELL_V3,76006,ASSY0175B037,9884E347F315,4/11/17 9:36,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003617-C,DOORBELL_V3,76005,ASSY0175B037,E8EB110B17CE,4/11/17 10:13,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110631,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003618-C,DOORBELL_V3,76099,ASSY0175B037,9884E321A816,4/11/17 16:28,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003619-C,DOORBELL_V3,76007,ASSY0175B037,38D269D5C8A3,4/11/17 10:59,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110695,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003620-C,DOORBELL_V3,76028,ASSY0175B037,9884E321A80C,4/11/17 13:32,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110643,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003621-C,DOORBELL_V3,76099,ASSY0175B037,9884E321A0E1,4/11/17 16:29,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003622-C,DOORBELL_V3,76007,ASSY0175B037,E8EB110B17D5,4/11/17 10:49,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110695,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003623-C,DOORBELL_V3,76005,ASSY0175B037,9884E3265EDA,4/11/17 9:48,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110631,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003624-C,DOORBELL_V3,76005,ASSY0175B037,E8EB11096B3B,4/11/17 10:09,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110631,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003625-C,DOORBELL_V3,76007,ASSY0175B037,E8EB11092C19,4/11/17 10:43,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110695,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003626-C,DOORBELL_V3,76099,ASSY0175B037,9884E3262FF1,4/11/17 9:49,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003627-C,DOORBELL_V3,76028,ASSY0175B037,9884E3BCCDB8,4/11/17 10:06,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110643,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003628-C,DOORBELL_V3,76006,ASSY0175B037,E8EB11096D6F,4/11/17 10:05,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003629-C,DOORBELL_V3,76005,ASSY0175B037,E8EB11096E98,4/11/17 10:06,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110631,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003630-C,DOORBELL_V3,76004,ASSY0175B037,9884E3DCFB61,4/11/17 10:14,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110675,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003631-C,DOORBELL_V3,76002,ASSY0175B037,E8EB1109761D,4/11/17 10:06,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110629,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003632-C,DOORBELL_V3,76006,ASSY0175B037,9884E32660EA,4/11/17 10:04,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003633-C,DOORBELL_V3,76006,ASSY0175B037,E8EB110924CC,4/11/17 10:56,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003634-C,DOORBELL_V3,76004,ASSY0175B037,9884E3266782,4/11/17 10:07,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110675,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003635-C,DOORBELL_V3,76028,ASSY0175B037,9884E3265EF6,4/11/17 10:04,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110643,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003636-C,DOORBELL_V3,76028,ASSY0175B037,9884E321A553,4/11/17 13:32,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110643,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003637-C,DOORBELL_V3,76006,ASSY0175B037,9884E3BCCA52,4/11/17 10:04,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003638-C,DOORBELL_V3,76099,ASSY0175B037,E8EB110922A6,4/11/17 10:46,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003639-C,DOORBELL_V3,76007,ASSY0175B037,9884E3BCCA2A,4/11/17 10:55,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110695,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003640-C,DOORBELL_V3,76006,ASSY0175B037,9884E3BCCF10,4/11/17 10:05,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110634,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003641-C,DOORBELL_V3,76099,ASSY0175B037,9884E3BCC722,4/11/17 11:01,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003642-C,DOORBELL_V3,76007,ASSY0175B037,E8EB110B0C22,4/11/17 11:01,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110695,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003643-C,DOORBELL_V3,76099,ASSY0175B037,9884E3BCBD7A,4/11/17 10:53,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003644-C,DOORBELL_V3,76099,ASSY0175B037,9884E3DBE597,4/11/17 13:35,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003645-C,DOORBELL_V3,76002,ASSY0175B037,9884E3BCCDF1,4/11/17 10:01,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110629,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003646-C,DOORBELL_V3,76004,ASSY0175B037,9884E326668D,4/11/17 10:01,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110675,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003647-C,DOORBELL_V3,76005,ASSY0175B037,E8EB110B17E8,4/11/17 10:49,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110631,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003648-C,DOORBELL_V3,76007,ASSY0175B037,E8EB11097393,4/11/17 10:53,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110695,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003649-C,DOORBELL_V3,76002,ASSY0175B037,E8EB11092A03,4/11/17 10:01,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110629,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003650-C,DOORBELL_V3,76028,ASSY0175B037,9884E3BCCC43,4/11/17 10:54,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110643,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003651-C,DOORBELL_V3,76004,ASSY0175B037,9884E3BCC38B,4/11/17 10:55,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110675,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003652-C,DOORBELL_V3,76099,ASSY0175B037,9884E3219BAC,4/11/17 16:28,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003653-C,DOORBELL_V3,76099,ASSY0175B037,9884E321A1CF,4/11/17 16:30,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003654-C,DOORBELL_V3,76099,ASSY0175B037,9884E3240F4B,4/11/17 14:02,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003655-C,DOORBELL_V3,76007,ASSY0175B037,606405CAF80B,4/11/17 12:26,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110695,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003656-C,DOORBELL_V3,76099,ASSY0175B037,9884E32AB028,4/11/17 16:29,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003657-C,DOORBELL_V3,76099,ASSY0175B037,9884E34B1E94,4/11/17 16:30,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110870,100185, ,2170903148,3A014CF00-600-GA01
BHRC1714LH003658-C,DOORBELL_V3,76028,ASSY0175B037,9884E321A555,4/11/17 13:32,36,1.6.297,Satin Nickel - FR,8VR1S5-SFC0,CPTHASSY07201704110643,100185, ,2170903148,3A014CF00-600-GA01
